"Country","Date","Statistic","Value"
"Senegal",2015-08-12,"Cases",1
"Senegal",2015-08-12,"Deaths",0
"Guinea",2015-08-12,"Cases",3787
"Guinea",2015-08-12,"Deaths",2524
"Sierra Leone",2015-08-12,"Cases",13470
"Sierra Leone",2015-08-12,"Deaths",3951
"Senegal",2015-08-13,"Cases",1
"Senegal",2015-08-13,"Deaths",0
"Guinea",2015-08-13,"Cases",3792
"Guinea",2015-08-13,"Deaths",2524
"Sierra Leone",2015-08-13,"Cases",13484
"Sierra Leone",2015-08-13,"Deaths",3951
"Italy",2015-08-13,"Cases",1
"Italy",2015-08-13,"Deaths",0
"Spain",2015-08-13,"Cases",1
"Spain",2015-08-13,"Deaths",0
"United Kingdom",2015-08-13,"Cases",1
"United Kingdom",2015-08-13,"Deaths",0
"Mali",2015-08-13,"Cases",8
"Mali",2015-08-13,"Deaths",6
"United States of America",2015-08-13,"Cases",4
"United States of America",2015-08-13,"Deaths",1
"Nigeria",2015-08-13,"Cases",20
"Nigeria",2015-08-13,"Deaths",8
"Liberia",2015-08-13,"Cases",10666
"Liberia",2015-08-13,"Deaths",4806
"Liberia",2015-08-13,"Cases",10666
"Liberia",2015-08-13,"Deaths",4806
"Senegal",2015-08-14,"Cases",1
"Senegal",2015-08-14,"Deaths",0
"Mali",2015-08-14,"Cases",8
"Mali",2015-08-14,"Deaths",6
"Spain",2015-08-14,"Cases",1
"Spain",2015-08-14,"Deaths",0
"Nigeria",2015-08-14,"Cases",20
"Nigeria",2015-08-14,"Deaths",8
"United States of America",2015-08-14,"Cases",4
"United States of America",2015-08-14,"Deaths",1
"Italy",2015-08-14,"Cases",1
"Italy",2015-08-14,"Deaths",0
"Guinea",2015-08-14,"Cases",3791
"Guinea",2015-08-14,"Deaths",2524
"Sierra Leone",2015-08-14,"Cases",13485
"Sierra Leone",2015-08-14,"Deaths",3952
"Liberia",2015-08-14,"Cases",10666
"Liberia",2015-08-14,"Deaths",4806
"Liberia",2015-08-14,"Cases",10666
"Liberia",2015-08-14,"Deaths",4806
"United Kingdom",2015-08-14,"Cases",1
"United Kingdom",2015-08-14,"Deaths",0
"Guinea",2015-08-17,"Cases",3790
"Guinea",2015-08-17,"Deaths",2524
"Senegal",2015-08-17,"Cases",1
"Senegal",2015-08-17,"Deaths",0
"Liberia",2015-08-17,"Cases",10666
"Liberia",2015-08-17,"Deaths",4806
"Spain",2015-08-17,"Cases",1
"Spain",2015-08-17,"Deaths",0
"Sierra Leone",2015-08-17,"Cases",13489
"Sierra Leone",2015-08-17,"Deaths",3952
"Italy",2015-08-17,"Cases",1
"Italy",2015-08-17,"Deaths",0
"United States of America",2015-08-17,"Cases",4
"United States of America",2015-08-17,"Deaths",1
"Nigeria",2015-08-17,"Cases",20
"Nigeria",2015-08-17,"Deaths",8
"Liberia",2015-08-17,"Cases",10666
"Liberia",2015-08-17,"Deaths",4806
"Mali",2015-08-17,"Cases",8
"Mali",2015-08-17,"Deaths",6
"United Kingdom",2015-08-17,"Cases",1
"United Kingdom",2015-08-17,"Deaths",0
"United Kingdom",2015-08-18,"Cases",1
"United Kingdom",2015-08-18,"Deaths",0
"Spain",2015-08-18,"Cases",1
"Spain",2015-08-18,"Deaths",0
"Sierra Leone",2015-08-18,"Cases",13494
"Sierra Leone",2015-08-18,"Deaths",3952
"Italy",2015-08-18,"Cases",1
"Italy",2015-08-18,"Deaths",0
"Liberia",2015-08-18,"Cases",10666
"Liberia",2015-08-18,"Deaths",4806
"Guinea",2015-08-18,"Cases",3786
"Guinea",2015-08-18,"Deaths",2524
"United States of America",2015-08-18,"Cases",4
"United States of America",2015-08-18,"Deaths",1
"Senegal",2015-08-18,"Cases",1
"Senegal",2015-08-18,"Deaths",0
"Nigeria",2015-08-18,"Cases",20
"Nigeria",2015-08-18,"Deaths",8
"Liberia",2015-08-18,"Cases",10666
"Liberia",2015-08-18,"Deaths",4806
"Mali",2015-08-18,"Cases",8
"Mali",2015-08-18,"Deaths",6
"Liberia",2015-08-19,"Cases",10666
"Liberia",2015-08-19,"Deaths",4806
"Italy",2015-08-19,"Cases",1
"Italy",2015-08-19,"Deaths",0
"Senegal",2015-08-19,"Cases",1
"Senegal",2015-08-19,"Deaths",0
"Nigeria",2015-08-19,"Cases",20
"Nigeria",2015-08-19,"Deaths",8
"Spain",2015-08-19,"Cases",1
"Spain",2015-08-19,"Deaths",0
"Guinea",2015-08-19,"Cases",3786
"Guinea",2015-08-19,"Deaths",2524
"United Kingdom",2015-08-19,"Cases",1
"United Kingdom",2015-08-19,"Deaths",0
"Mali",2015-08-19,"Cases",8
"Mali",2015-08-19,"Deaths",6
"Sierra Leone",2015-08-19,"Cases",13494
"Sierra Leone",2015-08-19,"Deaths",3952
"Liberia",2015-08-19,"Cases",10666
"Liberia",2015-08-19,"Deaths",4806
"United States of America",2015-08-19,"Cases",4
"United States of America",2015-08-19,"Deaths",1
"Senegal",2015-08-20,"Cases",1
"Senegal",2015-08-20,"Deaths",0
"Guinea",2015-08-20,"Cases",3792
"Guinea",2015-08-20,"Deaths",2526
"Liberia",2015-08-20,"Cases",10666
"Liberia",2015-08-20,"Deaths",4806
"Spain",2015-08-20,"Cases",1
"Spain",2015-08-20,"Deaths",0
"Mali",2015-08-20,"Cases",8
"Mali",2015-08-20,"Deaths",6
"Nigeria",2015-08-20,"Cases",20
"Nigeria",2015-08-20,"Deaths",8
"United Kingdom",2015-08-20,"Cases",1
"United Kingdom",2015-08-20,"Deaths",0
"Italy",2015-08-20,"Cases",1
"Italy",2015-08-20,"Deaths",0
"Sierra Leone",2015-08-20,"Cases",13518
"Sierra Leone",2015-08-20,"Deaths",3952
"United States of America",2015-08-20,"Cases",4
"United States of America",2015-08-20,"Deaths",1
"Liberia",2015-08-20,"Cases",10666
"Liberia",2015-08-20,"Deaths",4806
"Senegal",2015-08-21,"Cases",1
"Senegal",2015-08-21,"Deaths",0
"Italy",2015-08-21,"Cases",1
"Italy",2015-08-21,"Deaths",0
"Liberia",2015-08-21,"Cases",10666
"Liberia",2015-08-21,"Deaths",4806
"Spain",2015-08-21,"Cases",1
"Spain",2015-08-21,"Deaths",0
"United States of America",2015-08-21,"Cases",4
"United States of America",2015-08-21,"Deaths",1
"Guinea",2015-08-21,"Cases",3795
"Guinea",2015-08-21,"Deaths",2526
"Liberia",2015-08-21,"Cases",10666
"Liberia",2015-08-21,"Deaths",4806
"Nigeria",2015-08-21,"Cases",20
"Nigeria",2015-08-21,"Deaths",8
"Mali",2015-08-21,"Cases",8
"Mali",2015-08-21,"Deaths",6
"Sierra Leone",2015-08-21,"Cases",13533
"Sierra Leone",2015-08-21,"Deaths",3952
"United Kingdom",2015-08-21,"Cases",1
"United Kingdom",2015-08-21,"Deaths",0
"Liberia",2015-08-24,"Cases",10666
"Liberia",2015-08-24,"Deaths",4806
"Senegal",2015-08-24,"Cases",1
"Senegal",2015-08-24,"Deaths",0
"Guinea",2015-08-24,"Cases",3790
"Guinea",2015-08-24,"Deaths",2527
"United Kingdom",2015-08-24,"Cases",1
"United Kingdom",2015-08-24,"Deaths",0
"Mali",2015-08-24,"Cases",8
"Mali",2015-08-24,"Deaths",6
"Spain",2015-08-24,"Cases",1
"Spain",2015-08-24,"Deaths",0
"Nigeria",2015-08-24,"Cases",20
"Nigeria",2015-08-24,"Deaths",8
"Italy",2015-08-24,"Cases",1
"Italy",2015-08-24,"Deaths",0
"United States of America",2015-08-24,"Cases",4
"United States of America",2015-08-24,"Deaths",1
"Liberia",2015-08-24,"Cases",10666
"Liberia",2015-08-24,"Deaths",4806
"Sierra Leone",2015-08-24,"Cases",13538
"Sierra Leone",2015-08-24,"Deaths",3952
"Italy",2015-08-25,"Cases",1
"Italy",2015-08-25,"Deaths",0
"Senegal",2015-08-25,"Cases",1
"Senegal",2015-08-25,"Deaths",0
"United States of America",2015-08-25,"Cases",4
"United States of America",2015-08-25,"Deaths",1
"Liberia",2015-08-25,"Cases",10666
"Liberia",2015-08-25,"Deaths",4806
"Liberia",2015-08-25,"Cases",10666
"Liberia",2015-08-25,"Deaths",4806
"Spain",2015-08-25,"Cases",1
"Spain",2015-08-25,"Deaths",0
"Sierra Leone",2015-08-25,"Cases",13541
"Sierra Leone",2015-08-25,"Deaths",3952
"Mali",2015-08-25,"Cases",8
"Mali",2015-08-25,"Deaths",6
"Nigeria",2015-08-25,"Cases",20
"Nigeria",2015-08-25,"Deaths",8
"Guinea",2015-08-25,"Cases",3792
"Guinea",2015-08-25,"Deaths",2527
"United Kingdom",2015-08-25,"Cases",1
"United Kingdom",2015-08-25,"Deaths",0
"Liberia",2015-08-26,"Cases",10666
"Liberia",2015-08-26,"Deaths",4806
"Mali",2015-08-26,"Cases",8
"Mali",2015-08-26,"Deaths",6
"United States of America",2015-08-26,"Cases",4
"United States of America",2015-08-26,"Deaths",1
"Italy",2015-08-26,"Cases",1
"Italy",2015-08-26,"Deaths",0
"Nigeria",2015-08-26,"Cases",20
"Nigeria",2015-08-26,"Deaths",8
"Sierra Leone",2015-08-26,"Cases",13541
"Sierra Leone",2015-08-26,"Deaths",3952
"Spain",2015-08-26,"Cases",1
"Spain",2015-08-26,"Deaths",0
"Guinea",2015-08-26,"Cases",3792
"Guinea",2015-08-26,"Deaths",2527
"United Kingdom",2015-08-26,"Cases",1
"United Kingdom",2015-08-26,"Deaths",0
"Senegal",2015-08-26,"Cases",1
"Senegal",2015-08-26,"Deaths",0
"Liberia",2015-08-26,"Cases",10666
"Liberia",2015-08-26,"Deaths",4806
"Liberia",2015-08-27,"Cases",10666
"Liberia",2015-08-27,"Deaths",4806
"Mali",2015-08-27,"Cases",8
"Mali",2015-08-27,"Deaths",6
"Nigeria",2015-08-27,"Cases",20
"Nigeria",2015-08-27,"Deaths",8
"Guinea",2015-08-27,"Cases",3797
"Guinea",2015-08-27,"Deaths",2528
"Italy",2015-08-27,"Cases",1
"Italy",2015-08-27,"Deaths",0
"Spain",2015-08-27,"Cases",1
"Spain",2015-08-27,"Deaths",0
"Sierra Leone",2015-08-27,"Cases",13582
"Sierra Leone",2015-08-27,"Deaths",3952
"Liberia",2015-08-27,"Cases",10666
"Liberia",2015-08-27,"Deaths",4806
"United Kingdom",2015-08-27,"Cases",1
"United Kingdom",2015-08-27,"Deaths",0
"Senegal",2015-08-27,"Cases",1
"Senegal",2015-08-27,"Deaths",0
"United States of America",2015-08-27,"Cases",4
"United States of America",2015-08-27,"Deaths",1
"Liberia",2015-08-28,"Cases",10666
"Liberia",2015-08-28,"Deaths",4806
"Mali",2015-08-28,"Cases",8
"Mali",2015-08-28,"Deaths",6
"United States of America",2015-08-28,"Cases",4
"United States of America",2015-08-28,"Deaths",1
"Spain",2015-08-28,"Cases",1
"Spain",2015-08-28,"Deaths",0
"Senegal",2015-08-28,"Cases",1
"Senegal",2015-08-28,"Deaths",0
"Liberia",2015-08-28,"Cases",10666
"Liberia",2015-08-28,"Deaths",4806
"Nigeria",2015-08-28,"Cases",20
"Nigeria",2015-08-28,"Deaths",8
"Italy",2015-08-28,"Cases",1
"Italy",2015-08-28,"Deaths",0
"Guinea",2015-08-28,"Cases",3797
"Guinea",2015-08-28,"Deaths",2528
"United Kingdom",2015-08-28,"Cases",1
"United Kingdom",2015-08-28,"Deaths",0
"Sierra Leone",2015-08-28,"Cases",13586
"Sierra Leone",2015-08-28,"Deaths",3952
"Mali",2015-08-31,"Cases",8
"Mali",2015-08-31,"Deaths",6
"Liberia",2015-08-31,"Cases",10666
"Liberia",2015-08-31,"Deaths",4806
"Guinea",2015-08-31,"Cases",3790
"Guinea",2015-08-31,"Deaths",2528
"Sierra Leone",2015-08-31,"Cases",13603
"Sierra Leone",2015-08-31,"Deaths",3953
"Nigeria",2015-08-31,"Cases",20
"Nigeria",2015-08-31,"Deaths",8
"Senegal",2015-08-31,"Cases",1
"Senegal",2015-08-31,"Deaths",0
"Liberia",2015-08-31,"Cases",10666
"Liberia",2015-08-31,"Deaths",4806
"Spain",2015-08-31,"Cases",1
"Spain",2015-08-31,"Deaths",0
"United States of America",2015-08-31,"Cases",4
"United States of America",2015-08-31,"Deaths",1
"United Kingdom",2015-08-31,"Cases",1
"United Kingdom",2015-08-31,"Deaths",0
"Italy",2015-08-31,"Cases",1
"Italy",2015-08-31,"Deaths",0
"Spain",2015-09-01,"Cases",1
"Spain",2015-09-01,"Deaths",0
"Guinea",2015-09-01,"Cases",3792
"Guinea",2015-09-01,"Deaths",2529
"Liberia",2015-09-01,"Cases",10666
"Liberia",2015-09-01,"Deaths",4806
"Sierra Leone",2015-09-01,"Cases",13609
"Sierra Leone",2015-09-01,"Deaths",3953
"United States of America",2015-09-01,"Cases",4
"United States of America",2015-09-01,"Deaths",1
"Liberia",2015-09-01,"Cases",10666
"Liberia",2015-09-01,"Deaths",4806
"Mali",2015-09-01,"Cases",8
"Mali",2015-09-01,"Deaths",6
"Italy",2015-09-01,"Cases",1
"Italy",2015-09-01,"Deaths",0
"United Kingdom",2015-09-01,"Cases",1
"United Kingdom",2015-09-01,"Deaths",0
"Senegal",2015-09-01,"Cases",1
"Senegal",2015-09-01,"Deaths",0
"Nigeria",2015-09-01,"Cases",20
"Nigeria",2015-09-01,"Deaths",8
"Sierra Leone",2015-09-02,"Cases",13609
"Sierra Leone",2015-09-02,"Deaths",3953
"Mali",2015-09-02,"Cases",8
"Mali",2015-09-02,"Deaths",6
"United States of America",2015-09-02,"Cases",4
"United States of America",2015-09-02,"Deaths",1
"United Kingdom",2015-09-02,"Cases",1
"United Kingdom",2015-09-02,"Deaths",0
"Guinea",2015-09-02,"Cases",3792
"Guinea",2015-09-02,"Deaths",2529
"Liberia",2015-09-02,"Cases",10666
"Liberia",2015-09-02,"Deaths",4806
"Spain",2015-09-02,"Cases",1
"Spain",2015-09-02,"Deaths",0
"Senegal",2015-09-02,"Cases",1
"Senegal",2015-09-02,"Deaths",0
"Italy",2015-09-02,"Cases",1
"Italy",2015-09-02,"Deaths",0
"Nigeria",2015-09-02,"Cases",20
"Nigeria",2015-09-02,"Deaths",8
"Liberia",2015-09-02,"Cases",10666
"Liberia",2015-09-02,"Deaths",4806
"Italy",2015-09-03,"Cases",1
"Italy",2015-09-03,"Deaths",0
"Spain",2015-09-03,"Cases",1
"Spain",2015-09-03,"Deaths",0
"Mali",2015-09-03,"Cases",8
"Mali",2015-09-03,"Deaths",6
"United States of America",2015-09-03,"Cases",4
"United States of America",2015-09-03,"Deaths",1
"Guinea",2015-09-03,"Cases",3792
"Guinea",2015-09-03,"Deaths",2529
"Senegal",2015-09-03,"Cases",1
"Senegal",2015-09-03,"Deaths",0
"United Kingdom",2015-09-03,"Cases",1
"United Kingdom",2015-09-03,"Deaths",0
"Liberia",2015-09-03,"Cases",10666
"Liberia",2015-09-03,"Deaths",4806
"Nigeria",2015-09-03,"Cases",20
"Nigeria",2015-09-03,"Deaths",8
"Liberia",2015-09-03,"Cases",10666
"Liberia",2015-09-03,"Deaths",4806
"Sierra Leone",2015-09-03,"Cases",13638
"Sierra Leone",2015-09-03,"Deaths",3953
"Spain",2015-09-04,"Cases",1
"Spain",2015-09-04,"Deaths",0
"United States of America",2015-09-04,"Cases",4
"United States of America",2015-09-04,"Deaths",1
"Italy",2015-09-04,"Cases",1
"Italy",2015-09-04,"Deaths",0
"Liberia",2015-09-04,"Cases",10666
"Liberia",2015-09-04,"Deaths",4806
"Senegal",2015-09-04,"Cases",1
"Senegal",2015-09-04,"Deaths",0
"Nigeria",2015-09-04,"Cases",20
"Nigeria",2015-09-04,"Deaths",8
"Guinea",2015-09-04,"Cases",3792
"Guinea",2015-09-04,"Deaths",2529
"Sierra Leone",2015-09-04,"Cases",13639
"Sierra Leone",2015-09-04,"Deaths",3953
"Liberia",2015-09-04,"Cases",10666
"Liberia",2015-09-04,"Deaths",4806
"United Kingdom",2015-09-04,"Cases",1
"United Kingdom",2015-09-04,"Deaths",0
"Mali",2015-09-04,"Cases",8
"Mali",2015-09-04,"Deaths",6
"Nigeria",2015-09-07,"Cases",20
"Nigeria",2015-09-07,"Deaths",8
"Mali",2015-09-07,"Cases",8
"Mali",2015-09-07,"Deaths",6
"Guinea",2015-09-07,"Cases",3793
"Guinea",2015-09-07,"Deaths",2530
"Liberia",2015-09-07,"Cases",10666
"Liberia",2015-09-07,"Deaths",4806
"Senegal",2015-09-07,"Cases",1
"Senegal",2015-09-07,"Deaths",0
"Italy",2015-09-07,"Cases",1
"Italy",2015-09-07,"Deaths",0
"Spain",2015-09-07,"Cases",1
"Spain",2015-09-07,"Deaths",0
"United States of America",2015-09-07,"Cases",4
"United States of America",2015-09-07,"Deaths",1
"United Kingdom",2015-09-07,"Cases",1
"United Kingdom",2015-09-07,"Deaths",0
"Sierra Leone",2015-09-07,"Cases",13670
"Sierra Leone",2015-09-07,"Deaths",3953
"Liberia",2015-09-07,"Cases",10666
"Liberia",2015-09-07,"Deaths",4806
"Senegal",2015-09-08,"Cases",1
"Senegal",2015-09-08,"Deaths",0
"Liberia",2015-09-08,"Cases",10666
"Liberia",2015-09-08,"Deaths",4806
"Nigeria",2015-09-08,"Cases",20
"Nigeria",2015-09-08,"Deaths",8
"Guinea",2015-09-08,"Cases",3792
"Guinea",2015-09-08,"Deaths",2530
"United States of America",2015-09-08,"Cases",4
"United States of America",2015-09-08,"Deaths",1
"Sierra Leone",2015-09-08,"Cases",13683
"Sierra Leone",2015-09-08,"Deaths",3953
"United Kingdom",2015-09-08,"Cases",1
"United Kingdom",2015-09-08,"Deaths",0
"Mali",2015-09-08,"Cases",8
"Mali",2015-09-08,"Deaths",6
"Italy",2015-09-08,"Cases",1
"Italy",2015-09-08,"Deaths",0
"Liberia",2015-09-08,"Cases",10666
"Liberia",2015-09-08,"Deaths",4806
"Spain",2015-09-08,"Cases",1
"Spain",2015-09-08,"Deaths",0
"Sierra Leone",2015-09-09,"Cases",13683
"Sierra Leone",2015-09-09,"Deaths",3953
"Italy",2015-09-09,"Cases",1
"Italy",2015-09-09,"Deaths",0
"United Kingdom",2015-09-09,"Cases",1
"United Kingdom",2015-09-09,"Deaths",0
"Senegal",2015-09-09,"Cases",1
"Senegal",2015-09-09,"Deaths",0
"Guinea",2015-09-09,"Cases",3792
"Guinea",2015-09-09,"Deaths",2530
"Liberia",2015-09-09,"Cases",10666
"Liberia",2015-09-09,"Deaths",4806
"United States of America",2015-09-09,"Cases",4
"United States of America",2015-09-09,"Deaths",1
"Liberia",2015-09-09,"Cases",10666
"Liberia",2015-09-09,"Deaths",4806
"Mali",2015-09-09,"Cases",8
"Mali",2015-09-09,"Deaths",6
"Spain",2015-09-09,"Cases",1
"Spain",2015-09-09,"Deaths",0
"Nigeria",2015-09-09,"Cases",20
"Nigeria",2015-09-09,"Deaths",8
"Nigeria",2015-09-10,"Cases",20
"Nigeria",2015-09-10,"Deaths",8
"Guinea",2015-09-10,"Cases",3791
"Guinea",2015-09-10,"Deaths",2530
"Liberia",2015-09-10,"Cases",10666
"Liberia",2015-09-10,"Deaths",4806
"Sierra Leone",2015-09-10,"Cases",13697
"Sierra Leone",2015-09-10,"Deaths",3953
"Italy",2015-09-10,"Cases",1
"Italy",2015-09-10,"Deaths",0
"United States of America",2015-09-10,"Cases",4
"United States of America",2015-09-10,"Deaths",1
"Liberia",2015-09-10,"Cases",10666
"Liberia",2015-09-10,"Deaths",4806
"United Kingdom",2015-09-10,"Cases",1
"United Kingdom",2015-09-10,"Deaths",0
"Spain",2015-09-10,"Cases",1
"Spain",2015-09-10,"Deaths",0
"Mali",2015-09-10,"Cases",8
"Mali",2015-09-10,"Deaths",6
"Senegal",2015-09-10,"Cases",1
"Senegal",2015-09-10,"Deaths",0
"Sierra Leone",2015-09-11,"Cases",13701
"Sierra Leone",2015-09-11,"Deaths",3953
"Nigeria",2015-09-11,"Cases",20
"Nigeria",2015-09-11,"Deaths",8
"Mali",2015-09-11,"Cases",8
"Mali",2015-09-11,"Deaths",6
"Liberia",2015-09-11,"Cases",10666
"Liberia",2015-09-11,"Deaths",4806
"Italy",2015-09-11,"Cases",1
"Italy",2015-09-11,"Deaths",0
"Guinea",2015-09-11,"Cases",3791
"Guinea",2015-09-11,"Deaths",2530
"Liberia",2015-09-11,"Cases",10666
"Liberia",2015-09-11,"Deaths",4806
"United States of America",2015-09-11,"Cases",4
"United States of America",2015-09-11,"Deaths",1
"Spain",2015-09-11,"Cases",1
"Spain",2015-09-11,"Deaths",0
"Senegal",2015-09-11,"Cases",1
"Senegal",2015-09-11,"Deaths",0
"United Kingdom",2015-09-11,"Cases",1
"United Kingdom",2015-09-11,"Deaths",0
"Spain",2015-09-14,"Cases",1
"Spain",2015-09-14,"Deaths",0
"Liberia",2015-09-14,"Cases",10666
"Liberia",2015-09-14,"Deaths",4806
"Senegal",2015-09-14,"Cases",1
"Senegal",2015-09-14,"Deaths",0
"Italy",2015-09-14,"Cases",1
"Italy",2015-09-14,"Deaths",0
"Guinea",2015-09-14,"Cases",3793
"Guinea",2015-09-14,"Deaths",2530
"Nigeria",2015-09-14,"Cases",20
"Nigeria",2015-09-14,"Deaths",8
"Sierra Leone",2015-09-14,"Cases",13747
"Sierra Leone",2015-09-14,"Deaths",3953
"United Kingdom",2015-09-14,"Cases",1
"United Kingdom",2015-09-14,"Deaths",0
"United States of America",2015-09-14,"Cases",4
"United States of America",2015-09-14,"Deaths",1
"Liberia",2015-09-14,"Cases",10666
"Liberia",2015-09-14,"Deaths",4806
"Mali",2015-09-14,"Cases",8
"Mali",2015-09-14,"Deaths",6
"Senegal",2015-09-15,"Cases",1
"Senegal",2015-09-15,"Deaths",0
"Italy",2015-09-15,"Cases",1
"Italy",2015-09-15,"Deaths",0
"United States of America",2015-09-15,"Cases",4
"United States of America",2015-09-15,"Deaths",1
"Spain",2015-09-15,"Cases",1
"Spain",2015-09-15,"Deaths",0
"Sierra Leone",2015-09-15,"Cases",13756
"Sierra Leone",2015-09-15,"Deaths",3953
"United Kingdom",2015-09-15,"Cases",1
"United Kingdom",2015-09-15,"Deaths",0
"Nigeria",2015-09-15,"Cases",20
"Nigeria",2015-09-15,"Deaths",8
"Liberia",2015-09-15,"Cases",10666
"Liberia",2015-09-15,"Deaths",4806
"Guinea",2015-09-15,"Cases",3792
"Guinea",2015-09-15,"Deaths",2530
"Mali",2015-09-15,"Cases",8
"Mali",2015-09-15,"Deaths",6
"Liberia",2015-09-15,"Cases",10666
"Liberia",2015-09-15,"Deaths",4806
"Guinea",2015-09-16,"Cases",3792
"Guinea",2015-09-16,"Deaths",2530
"Liberia",2015-09-16,"Cases",10666
"Liberia",2015-09-16,"Deaths",4806
"Senegal",2015-09-16,"Cases",1
"Senegal",2015-09-16,"Deaths",0
"United Kingdom",2015-09-16,"Cases",1
"United Kingdom",2015-09-16,"Deaths",0
"Spain",2015-09-16,"Cases",1
"Spain",2015-09-16,"Deaths",0
"Italy",2015-09-16,"Cases",1
"Italy",2015-09-16,"Deaths",0
"Mali",2015-09-16,"Cases",8
"Mali",2015-09-16,"Deaths",6
"United States of America",2015-09-16,"Cases",4
"United States of America",2015-09-16,"Deaths",1
"Liberia",2015-09-16,"Cases",10666
"Liberia",2015-09-16,"Deaths",4806
"Sierra Leone",2015-09-16,"Cases",13756
"Sierra Leone",2015-09-16,"Deaths",3953
"Nigeria",2015-09-16,"Cases",20
"Nigeria",2015-09-16,"Deaths",8
"Sierra Leone",2015-09-17,"Cases",13779
"Sierra Leone",2015-09-17,"Deaths",3955
"Liberia",2015-09-17,"Cases",10666
"Liberia",2015-09-17,"Deaths",4806
"Mali",2015-09-17,"Cases",8
"Mali",2015-09-17,"Deaths",6
"Spain",2015-09-17,"Cases",1
"Spain",2015-09-17,"Deaths",0
"Senegal",2015-09-17,"Cases",1
"Senegal",2015-09-17,"Deaths",0
"Guinea",2015-09-17,"Cases",3794
"Guinea",2015-09-17,"Deaths",2530
"Liberia",2015-09-17,"Cases",10666
"Liberia",2015-09-17,"Deaths",4806
"United States of America",2015-09-17,"Cases",4
"United States of America",2015-09-17,"Deaths",1
"Nigeria",2015-09-17,"Cases",20
"Nigeria",2015-09-17,"Deaths",8
"United Kingdom",2015-09-17,"Cases",1
"United Kingdom",2015-09-17,"Deaths",0
"Italy",2015-09-17,"Cases",1
"Italy",2015-09-17,"Deaths",0
"Liberia",2015-09-18,"Cases",10666
"Liberia",2015-09-18,"Deaths",4806
"Senegal",2015-09-18,"Cases",1
"Senegal",2015-09-18,"Deaths",0
"Nigeria",2015-09-18,"Cases",20
"Nigeria",2015-09-18,"Deaths",8
"United Kingdom",2015-09-18,"Cases",1
"United Kingdom",2015-09-18,"Deaths",0
"Liberia",2015-09-18,"Cases",10666
"Liberia",2015-09-18,"Deaths",4806
"Spain",2015-09-18,"Cases",1
"Spain",2015-09-18,"Deaths",0
"Mali",2015-09-18,"Cases",8
"Mali",2015-09-18,"Deaths",6
"United States of America",2015-09-18,"Cases",4
"United States of America",2015-09-18,"Deaths",1
"Guinea",2015-09-18,"Cases",3794
"Guinea",2015-09-18,"Deaths",2531
"Sierra Leone",2015-09-18,"Cases",13785
"Sierra Leone",2015-09-18,"Deaths",3955
"Italy",2015-09-18,"Cases",1
"Italy",2015-09-18,"Deaths",0
"Liberia",2015-09-21,"Cases",10666
"Liberia",2015-09-21,"Deaths",4806
"Nigeria",2015-09-21,"Cases",20
"Nigeria",2015-09-21,"Deaths",8
"Mali",2015-09-21,"Cases",8
"Mali",2015-09-21,"Deaths",6
"United Kingdom",2015-09-21,"Cases",1
"United Kingdom",2015-09-21,"Deaths",0
"Guinea",2015-09-21,"Cases",3797
"Guinea",2015-09-21,"Deaths",2532
"Senegal",2015-09-21,"Cases",1
"Senegal",2015-09-21,"Deaths",0
"United States of America",2015-09-21,"Cases",4
"United States of America",2015-09-21,"Deaths",1
"Liberia",2015-09-21,"Cases",10666
"Liberia",2015-09-21,"Deaths",4806
"Italy",2015-09-21,"Cases",1
"Italy",2015-09-21,"Deaths",0
"Sierra Leone",2015-09-21,"Cases",13811
"Sierra Leone",2015-09-21,"Deaths",3955
"Spain",2015-09-21,"Cases",1
"Spain",2015-09-21,"Deaths",0
"Nigeria",2015-09-22,"Cases",20
"Nigeria",2015-09-22,"Deaths",8
"Italy",2015-09-22,"Cases",1
"Italy",2015-09-22,"Deaths",0
"United States of America",2015-09-22,"Cases",4
"United States of America",2015-09-22,"Deaths",1
"Liberia",2015-09-22,"Cases",10666
"Liberia",2015-09-22,"Deaths",4806
"Spain",2015-09-22,"Cases",1
"Spain",2015-09-22,"Deaths",0
"Sierra Leone",2015-09-22,"Cases",13823
"Sierra Leone",2015-09-22,"Deaths",3955
"Mali",2015-09-22,"Cases",8
"Mali",2015-09-22,"Deaths",6
"United Kingdom",2015-09-22,"Cases",1
"United Kingdom",2015-09-22,"Deaths",0
"Guinea",2015-09-22,"Cases",3800
"Guinea",2015-09-22,"Deaths",2532
"Liberia",2015-09-22,"Cases",10666
"Liberia",2015-09-22,"Deaths",4806
"Senegal",2015-09-22,"Cases",1
"Senegal",2015-09-22,"Deaths",0
"Nigeria",2015-09-23,"Cases",20
"Nigeria",2015-09-23,"Deaths",8
"Spain",2015-09-23,"Cases",1
"Spain",2015-09-23,"Deaths",0
"United Kingdom",2015-09-23,"Cases",1
"United Kingdom",2015-09-23,"Deaths",0
"Sierra Leone",2015-09-23,"Cases",13823
"Sierra Leone",2015-09-23,"Deaths",3955
"Liberia",2015-09-23,"Cases",10666
"Liberia",2015-09-23,"Deaths",4806
"Senegal",2015-09-23,"Cases",1
"Senegal",2015-09-23,"Deaths",0
"United States of America",2015-09-23,"Cases",4
"United States of America",2015-09-23,"Deaths",1
"Liberia",2015-09-23,"Cases",10666
"Liberia",2015-09-23,"Deaths",4806
"Mali",2015-09-23,"Cases",8
